Company Name,Company Website,Company Logo,Company Size Revenue,Company Size Employees,Industry,Email Pattern,Leadership Page,Address,Address 2,City,Country,State,Zip Code,Phone,Fax,About Company,Facebook Link,Linkedin Link,Twitter Link,Google+ Link
Faribault Foods Inc.,www.faribaultfoods.com,,$250-500 Million,100-250,Manufacturing : Manufacturing Other,,,128 15th St NW,,Faribault,United States,MN,55021-3037,507.331.1400,,Faribault Foods has been producing canned pasta since 1994; when we turned our Cokato plant; then a seasonal vegetable facility; into a brand new USDA facility with specialized Italian pasta-making equipment.        ,,,,
Louisiana Farm Bureau Casualty,www.farmbureautech.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,PO BOX 95005,,Baton Rouge,United States,LA,70895-9005,225.922.6200,,Louisiana Farm Bureau Casualty is one of the leading providers in Business Services.  It is based in Baton Rouge; LA.  To find more information about Louisiana Farm Bureau Casualty; please visit www.farmbureautech.com.,,,,
Tar Heel Farm Credit ACA,www.farmcredit.org,,$1-10 Million,25-100,Business Services : Business Services Other,,,4000 Poole Rd,,Raleigh,United States,NC,27610-2923,919.231.8475,,Tar Heel Farm Credit ACA is one of the leading providers in Business Services.  It is based in Raleigh; NC.  To find more information about Tar Heel Farm Credit ACA; please visit www.farmcredit.org.,,,,
Farm Credit Bank of Texas,www.farmcreditbank.com,,$1-10 Million,0-25,Financial Services : Financial Services Other,,,12444 Powerscourt Dr Ste 200,,Saint Louis,United States,MO,63131-3619,314.822.4444,,Farm Credit Bank of Texas is one of the leading providers in Financial Services.  It is based in Saint Louis; MO.  To find more information about Farm Credit Bank of Texas; please visit www.farmcreditbank.com,,,,
F & M Bank Corp.,www.farmersandmerchants.biz,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,810 6th Ave S,,Myrtle Beach,United States,SC,29575-3514,843.238.2411,,F & M Bank Corp. is one of the leading providers in Financial Services.  It is based in Myrtle Beach; SC.  To find more information about F & M Bank Corp.; please visit www.farmersandmerchants.biz,,,,
Farmers National Bank,www.farmersbankgroup.com,,$0-1 Million,0-25,Business Services : Business Services Other,,,84 E Main St,,Uniontown,United States,PA,15401-3560,724.439.8300,,Farmers National Bank is one of the leading providers in Business Services.  It is based in Uniontown; PA.  To find more information about Farmers National Bank; please visit www.farmersbankgroup.com,,,,
Farmers National Bank,www.farmersbankgroup.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,16162 Beach Blvd Ste 100,,Huntington Beach,United States,CA,92647-3828,714.842.5420,,Farmers National Bank is one of the leading providers in Financial Services.  It is based in Huntington Beach; CA.  To find more information about Farmers National Bank; please visit www.farmersbankgroup.com,,,,
Farmers National Co,www.farmers-national.com,,$10-50 Million,25-100,Agriculture & Mining : Agriculture & Mining Other,,,11516 Nicholas St Ste 100,,Omaha,United States,NE,68154-4409,402.496.3276,,Farmers National Co is one of the leading providers in Agriculture & Mining.  It is based in Omaha; NE.  To find more information about Farmers National Co; please visit www.farmers-national.com.,,,,
Farm Progress Companies,www.farmprogress.com,,$10-50 Million,100-250,Media & Entertainment : Media & Entertainment Other,,,255 38th Ave,,Saint Charles,United States,IL,60174-5410,630.690.5600,,Farm Progress is the nation's agricultural information leader. Our rich history; tradition and reputation for quality and editorial integrity date back nearly 200 years to 1819 with American Farmer magazine.         ,,,,
Farmway,www.farmwaycoop.com,,$50-100 Million,25-100,Retail : Retail Other,,,PO BOX 53,,Beloit,United States,KS,67420-0053,785.738.2228,,Farmway is one of the leading providers in Retail.  It is based in Beloit; KS.  To find more information about Farmway; please visit www.farmwaycoop.com.,,,,
Fast Company Magazine,www.fastcompany.com,,$10-50 Million,100-250,Media & Entertainment : Media & Entertainment Other,,,7 World Trade Ctr Fl 29,,New York,United States,NY,10007-2174,212.389.5300,,Fast Company Magazine is one of the leading providers in Media & Entertainment.  It is based in New York; NY.  To find more information about Fast Company Magazine; please visit www.fastcompany.com.,,,,
Fastsigns International Inc.,www.fastsigns.com,,$10-50 Million,25-100,Business Services : Business Services Other,,,8240 W Flagler St,,Miami,United States,FL,33144-2028,405.356.5600,,Fastsigns International Inc. is one of the leading providers in Business Services.  It is based in Miami; FL.  To find more information about Fastsigns International Inc.; please visit www.fastsigns.com.,,,,
FATHEAD LLC,www.fathead.com,,$50-100 Million,1K-10K,Retail : Retail Other,,,1046 Woodward Ave,,Detroit,United States,MI,48226-1906,734.386.5900,,FATHEAD LLC is one of the leading providers in Retail.  It is based in Detroit; MI.  To find more information about FATHEAD LLC; please visit www.fathead.com.,,,,
Fayette Companies,www.fayettecompanies.org,,$1-10 Million,0-25,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,600 Fayette St,,Peoria,United States,IL,61603-3610,309.671.8005,,Fayette Companies is one of the leading providers in Healthcare; Pharmaceuticals; & Biotech.  It is based in Peoria; IL.  To find more information about Fayette Companies; please visit www.fayettecompanies.org,,,,
FirstBank & Trust,www.fbandt.com,,$0-1 Million,100-250,Financial Services : Financial Services Other,,,5432 E Northern Lights Blvd,,Anchorage,United States,AK,99508-4713,907.562.4100,,FirstBank & Trust is one of the leading providers in Financial Services.  It is based in Anchorage; AK.  To find more information about FirstBank & Trust; please visit www.fbandt.com,,,,
Farm Bureau Financial Services,www.fbfs.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,561 Exton Cmns,,Exton,United States,PA,19341-2453,610.524.9761,,Farm Bureau Financial Services is one of the leading providers in Financial Services.  It is based in Exton; PA.  To find more information about Farm Bureau Financial Services; please visit www.fbfs.com,,,,
Farm Bureau Financial Services,www.fbfs.com,,> $1 Billion,0-25,Financial Services : Financial Services Other,,,5400 University Ave,,West Des Moines,United States,IA,50266-5950,515.225.5400,,Farm Bureau Financial Services is a multi-state insurance and investment organization headquartered in West Des Moines; Iowa.                      ,,,,
Farella; Braun and Martel; LLP,www.fbm.com,,$50-100 Million,100-250,Business Services : Business Services Other,,,235 Montgomery St Fl 17,,San Francisco,United States,CA,94104-3104,415.954.4400,,Farella; Braun and Martel; LLP is one of the leading providers in Business Services.  It is based in San Francisco; CA.  To find more information about Farella; Braun and Martel; LLP; please visit www.fbm.com.,,,,
FBR Capital Markets,www.fbr.com,,$10-50 Million,0-25,Financial Services : Financial Services Other,,,PO Box 657,,Pecatonica,United States,IL,61063-0657,815.239.1651,,FBR Capital Markets is one of the leading providers in Financial Services.  It is based in Pecatonica; IL.  To find more information about FBR Capital Markets; please visit www.fbr.com,,,,
FBR Capital Markets,www.fbr.com,,$0-1 Million,0-25,Real Estate & Construction : Real Estate and Construction Other,,,134 N West Torch Lake Dr,,Kewadin,United States,MI,49648-9252,231.938.7960,,FBR Capital Markets is one of the leading providers in Real Estate & Construction.  It is based in Kewadin; MI.  To find more information about FBR Capital Markets; please visit www.fbr.com,,,,
Fc Background Llc,www.fcbackground.com,,$1-10 Million,0-25,Business Services : Business Services Other,,,12750 Merit Dr Ste 1215,,Dallas,United States,TX,75251-1211,214.306.8220,,Fc Background Llc is one of the leading providers in Business Services.  It is based in Dallas; TX.  To find more information about Fc Background Llc; please visit www.fcbackground.com.,,,,
First California Bank,www.fcbank.com,,$1-10 Million,25-100,Financial Services : Financial Services Other,,,1831 25th St,,West Des Moines,United States,IA,50266-1416,515.224.1222,,First California Bank is one of the leading providers in Financial Services.  It is based in West Des Moines; IA.  To find more information about First California Bank; please visit www.fcbank.com,,,,
First Community Bank of East Tennessee,www.fcbanktn.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,6840 Ulmerton Rd,,Largo,United States,FL,33771-4946,727.507.9646,,First Community Bank of East Tennessee is one of the leading providers in Financial Services.  It is based in Largo; FL.  To find more information about First Community Bank of East Tennessee; please visit www.fcbanktn.com,,,,
The First Capital Bank of Kentucky,www.fcbok.com,,$0-1 Million,0-25,Business Services : Business Services Other,,,7272 E Broadway Blvd,,Tucson,United States,AZ,85710-1407,520.584.0014,,The First Capital Bank of Kentucky is one of the leading providers in Business Services.  It is based in Tucson; AZ.  To find more information about The First Capital Bank of Kentucky; please visit www.fcbok.com,,,,
Farm Credit Council Services; Inc.,www.fccservices.com,,$50-100 Million,100-250,Business Services : Business Services Other,,,7951 E Maplewood Ave Ste 225,,Greenwood Vlg,United States,CO,80111-4767,303.721.3200,,Farm Credit Council Services; Inc. is one of the leading providers in Business Services.  It is based in Greenwood Vlg; CO.  To find more information about Farm Credit Council Services; Inc.; please visit www.fccservices.com.,,,,
City of Fort Collins,www.fcgov.com,,$0-1 Million,1K-10K,Government : Government Other,,,300 Laporte Ave,,Fort Collins,United States,CO,80521-2719,970.221.6700,,City of Fort Collins is one of the leading providers in Government.  It is based in Fort Collins; CO.  To find more information about City of Fort Collins; please visit www.fcgov.com.,,,,
Fennemore Craig,www.fclaw.com,,$10-50 Million,100-250,Business Services : Business Services Other,,,3003 N Central Ave,,Phoenix,United States,AZ,85012-2902,602.916.5000,,Fennemore Craig is a full service law firm with over 150 attorneys. Founded over a century ago; Fennemore Craig is one of the oldest and largest law firms in the Southwest.        ,,,,
FCL Graphics,www.fclgraphics.com,,$50-100 Million,0-25,Manufacturing : Manufacturing Other,,,4600 N Olcott Ave,,Harwood Heights,United States,IL,60706-4604,708.867.5500,,At FCL Graphics; we offer complete digital pre-press utilizing direct-to-plate; 6-color sheet-fed; 6-color heat-set half-web and full-web capabilities; fulfillment services and a complete full-service bindery.              ,,,,
Fairfax County Public Schools,www.fcps.edu,,$0-1 Million,0-25,Education : Education Other,,,8115 Gatehouse Rd,,Falls Church,United States,VA,22042-1203,571.423.1201,,Fairfax County Public Schools is one of the leading providers in Education.  It is based in Falls Church; VA.  To find more information about Fairfax County Public Schools; please visit www.fcps.edu,,,,
Frontline Consulting Services (FCS),www.fcs-inc.com,,$10-50 Million,250-1000,Other,,,8701 Mallard Creek Rd,,Charlotte,United States,NC,28262-6007,704.510.1998,,Frontline Consulting Services (FCS) is one of the leading providers in Other.  It is based in Charlotte; NC.  To find more information about Frontline Consulting Services (FCS); please visit www.fcs-inc.com.,,,,
Future Computing Solutions Inc,www.fcsinet.com,,$1-10 Million,25-100,Computers & Electronics : Computers & Electronics Other,,,23800 Via Del Rio,,Yorba Linda,United States,CA,92887-2726,714.692.9120,,Future Computing Solutions Inc is one of the leading providers in Computers & Electronics.  It is based in Yorba Linda; CA.  To find more information about Future Computing Solutions Inc; please visit www.fcsinet.com.,,,,
Family Care Spcalists Med Corp,www.fcsmg.com,,$10-50 Million,25-100,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,5823 York Blvd,,Los Angeles,United States,CA,90042-2634,323.255.1575,,Family Care Spcalists Med Corp is one of the leading providers in Healthcare; Pharmaceuticals; & Biotech.  It is based in Los Angeles; CA.  To find more information about Family Care Spcalists Med Corp; please visit www.fcsmg.com,,,,
Florence Crittendon Services of Charlotte; NC,www.fcsnc.org,,$10-50 Million,0-25,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,1300 Blythe Blvd,,Charlotte,United States,NC,28203-5873,704.372.4663,,Florence Crittendon Services of Charlotte; NC is one of the leading providers in Healthcare; Pharmaceuticals; & Biotech.  It is based in Charlotte; NC.  To find more information about Florence Crittendon Services of Charlotte; NC; please visit www.fcsnc.org,,,,
Sutter Middle School,www.fcusd.k12.ca.us,,$1-10 Million,0-25,Education : Education Other,,,715 Riley St,,Folsom,United States,CA,95630-3053,916.985.3644,,Sutter Middle School is one of the leading providers in Education.  It is based in Folsom; CA.  To find more information about Sutter Middle School; please visit www.fcusd.k12.ca.us,,,,
Folsom Cordova Unified School District,www.fcusd.org,,$100-250 Million,0-25,Education : Education Other,,,945 Riley St,,Folsom,United States,CA,95630-3002,916.355.1100,,Folsom Cordova Unified School District is one of the leading providers in Education.  It is based in Folsom; CA.  To find more information about Folsom Cordova Unified School District; please visit www.fcusd.org,,,,
Federal Deposit Insurance Corporation,www.fdic.gov,,$10-50 Million,0-25,Financial Services : Financial Services Other,,,2350 Corporate Park Dr Ste 600,,Herndon,United States,VA,20171-4850,703.234.0150,,Federal Deposit Insurance Corporation is one of the leading providers in Financial Services.  It is based in Herndon; VA.  To find more information about Federal Deposit Insurance Corporation; please visit www.fdic.gov,,,,
Federal Deposit Insurance Corporation,www.fdic.gov,,$0-1 Million,250-1000,Government : Government Other,,,550 17th St NW,,Washington,United States,DC,20429-0001,703.562.2222,,Congress created the Federal Deposit Insurance Corporation in 1933 to restore public confidence in the nation's banking system.                     ,,,,
DealerTrack Collateral Management (formally FDI Collateral Management),www.fdielt.com,,$0-1 Million,25-100,Financial Services : Financial Services Other,,,1302 Sunset Ave,,Clinton,United States,NC,28328-3824,910.592.2144,,DealerTrack Collateral Management (formally FDI Collateral Management) is one of the leading providers in Financial Services.  It is based in Clinton; NC.  To find more information about DealerTrack Collateral Management (formally FDI Collateral Management); please visit www.fdielt.com,,,,
F&E Aircraft Maintenance LLC,www.feaircraft.com,,$10-50 Million,250-1000,Transportation & Storage : Transportation & Storage Other,,,5415 NW 36th St,,Miami,United States,FL,33166-5811,305.871.3758,,F&E Aircraft Maintenance LLC is one of the leading providers in Transportation & Storage.  It is based in Miami; FL.  To find more information about F&E Aircraft Maintenance LLC; please visit www.feaircraft.com.,,,,
Finley Engineering,www.fecinc.com,,$10-50 Million,>100K,Business Services : Business Services Other,,,104 E 11th St,,Lamar,United States,MO,64759-1943,417.681.5300,,For more than fifty years; Finley Engineering Company; Inc. has provided leadership in engineering services to the telecommunications and power industries.                  ,,,,
Federal Screw Works,www.federalscrew.com,,$50-100 Million,100-250,Business Services : Business Services Other,,,20229 E 9 Mile Rd,,Saint Clair Shores,United States,MI,48080-1775,586.443.4222,,Federal Screw Works is a domestic manufacturer of industrial component parts; consisting of locknuts; bolts; piston pins; studs; bushings; shafts and other machined; cold formed; hardened and/or ground metal parts.         ,,,,
Feed The Children; Inc.,www.feedthechildren.org,,$1-10 Million,25-100,Business Services : Business Services Other,,,333 N Meridian Ave,,Oklahoma City,United States,OK,73107-6507,405.942.0228,,Feed The Children; Inc. is one of the leading providers in Business Services.  It is based in Oklahoma City; OK.  To find more information about Feed The Children; Inc.; please visit www.feedthechildren.org.,,,,
FEI Company,www.fei.com,,$250-500 Million,1K-10K,Business Services : Business Services Other,,,5350 NE Dawson Creek Dr,,Hillsboro,United States,OR,97124-5793,503.726.7500,,FEI Company is one of the leading providers in Business Services.  It is based in Hillsboro; OR.  To find more information about FEI Company; please visit www.fei.com.,,,,
Fellowes; Inc.,www.fellowes.com,,$500M-1 Billion,1K-10K,Computers & Electronics : Computers & Electronics Other,,,1789 Norwood Ave,,Itasca,United States,IL,60143-1059,630.893.1600,,Headquartered in Itasca; Illinois; Fellowes product lines include computer and consumer electronics accessories and business machines such as paper shredders and document finishing equipment.               ,,,,
FE Moran,www.femoranalarm.com,,$10-50 Million,100-250,Business Services : Business Services Other,,,2165 Shermer Rd,,Northbrook,United States,IL,60062-6718,847.498.4880,,FE Moran is one of the leading providers in Business Services.  It is based in Northbrook; IL.  To find more information about FE Moran; please visit www.femoranalarm.com.,,,,
FE Moran,www.femoranalarm.com,,$10-50 Million,100-250,Business Services : Business Services Other,,,2165 Shermer Rd,,Northbrook,United States,IL,60062-6718,847.498.4880,,FE Moran is one of the leading providers in Business Services.  It is based in Northbrook; IL.  To find more information about FE Moran; please visit www.femoranalarm.com.,,,,
Fenway Partners; Inc.,www.fenwaypartners.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,152 W 57th St Fl 59,,New York,United States,NY,10019-3310,212.698.9400,,Founded in 1994; Fenway Partners is a middle-market private equity firm with 2.1 billion in capital under management with offices in New York and Los Angeles.             ,,,,
Fenway Sports Group,www.fenwaysportsgroup.com,,$10-50 Million,25-100,Media & Entertainment : Media & Entertainment Other,,,82 Brookline Ave,,Boston,United States,MA,02215-3905,617.226.6300,,Fenway Sports Group is one of the leading providers in Media & Entertainment.  It is based in Boston; MA.  To find more information about Fenway Sports Group; please visit www.fenwaysportsgroup.com.,,,,
Feralloy Corporation,www.feralloy.com,,$10-50 Million,1K-10K,Business Services : Business Services Other,,,8755 W Higgins Rd,,Chicago,United States,IL,60631-2708,773.380.1500,,Feralloy Corporation is a customer focused and quality driven leader in the steel industry. We offer excellence in our products and services; through the innovative management of our partnerships with customers; suppliers and valuable employees.    ,,,,
Fernbank Museum of Natural History,www.fernbankmuseum.org,,$10-50 Million,250-1000,Education : Education Other,,,767 Clifton Rd NE,,Atlanta,United States,GA,30307-1221,404.929.6300,,Fernbank Museum of Natural History is one of the leading providers in Education.  It is based in Atlanta; GA.  To find more information about Fernbank Museum of Natural History; please visit www.fernbankmuseum.org,,,,
The Ferolie Group,www.feroliegroup.com,,$10-50 Million,25-100,Business Services : Business Services Other,,,2 Van Riper Rd,,Montvale,United States,NJ,07645-1838,201.307.9100,,The Ferolie Group is one of the leading providers in Business Services.  It is based in Montvale; NJ.  To find more information about The Ferolie Group; please visit www.feroliegroup.com.,,,,
First Federal Bancshares of Arkansas; Inc.,www.ffbh.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,320 W 4th St Ste 750,,Los Angeles,United States,CA,90013-2349,408.240.0200,,First Federal Bancshares of Arkansas; Inc. is one of the leading providers in Financial Services.  It is based in Los Angeles; CA.  To find more information about First Federal Bancshares of Arkansas; Inc.; please visit www.ffbh.com,,,,
FFC Capital Corporation,www.ffccapital.net,,$0-1 Million,25-100,Financial Services : Financial Services Other,,,436 E Main St,,Glendale,United States,KY,42740-9719,270.737.6283,,FFC Capital Corporation is one of the leading providers in Financial Services.  It is based in Glendale; KY.  To find more information about FFC Capital Corporation; please visit www.ffccapital.net,,,,
First Financial Corporate Services; Inc.,www.ffcsi.com,,$10-50 Million,0-25,Financial Services : Financial Services Other,,,401 Charmany Dr Ste 100,,Madison,United States,WI,53719-1268,608.238.8008,,First Financial Corporate Services; Inc. is one of the leading providers in Financial Services.  It is based in Madison; WI.  To find more information about First Financial Corporate Services; Inc.; please visit www.ffcsi.com,,,,
FGI Finance,www.fgifinance.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,109 Velvetleaf Dr,,Saint Johns,United States,FL,32259-4489,904.287.9367,,FGI Finance is one of the leading providers in Financial Services.  It is based in Saint Johns; FL.  To find more information about FGI Finance; please visit www.fgifinance.com,,,,
FGI Finance,www.fgifinance.com,,$50-100 Million,0-25,Financial Services : Financial Services Other,,,132 Main St,,Colebrook,United States,NH,03576-3067,603.237.5551,,FGI Finance is one of the leading providers in Financial Services.  It is based in Colebrook; NH.  To find more information about FGI Finance; please visit www.fgifinance.com,,,,
Freedom Graphic Systems; Inc.,www.fgs.com,,$10-50 Million,100-250,Business Services : Business Services Other,,,101 Hilltop Dr,,Milton,United States,WI,53563-1403,800.334.3540,,Freedom Graphic Systems; Inc. is one of the leading providers in Business Services.  It is based in Milton; WI.  To find more information about Freedom Graphic Systems; Inc.; please visit www.fgs.com.,,,,
FGX International; Inc,www.fgxi.com,,$100-250 Million,1K-10K,Retail : Retail Other,,,500 Washington Hwy,,Smithfield,United States,RI,02917-1926,401.231.3800,,FGX International Holdings Limited is a designer and marketer of non-prescription reading glasses; sunglasses and costume jewelry with a portfolio of eyewear brands; including FosterGrant and Magnivision.            ,,,,
Fry-Hammond-Barr Inc,www.fhbnet.com,,$1-10 Million,100-250,Business Services : Business Services Other,,,600 E Washington St,,Orlando,United States,FL,32801-2938,407.849.0100,,Creative ad agency with offices in Orlando and Tampa; Fry Hammond Barr; provides integrated marketing campaigns; brand strategy; advertising; public relations and interactive advertising strategies and tactics            ,,,,
Family Healthcare Network,www.fhcn.org,,$1-10 Million,25-100,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,801 W Center Ave,,Visalia,United States,CA,93291-6013,559.737.4777,,Family HealthCare Network currently has 13 locations throughout Tulare County of which 11 are clinical sites.                       ,,,,
FHLBanks Office of Finance,www.fhlb-of.com,,$10-50 Million,100-250,Business Services : Business Services Other,,,40 Simon St,,Nashua,United States,NH,03060-3075,703.467.3694,,FHLBanks Office of Finance is one of the leading providers in Business Services.  It is based in Nashua; NH.  To find more information about FHLBanks Office of Finance; please visit www.fhlb-of.com.,,,,
Freeport Health Network/Freeport Memorial Hospital,www.fhn.org,,$500M-1 Billion,0-25,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,1045 W Stephenson St,,Freeport,United States,IL,61032-4864,877.600.0346,,Freeport Health Network/Freeport Memorial Hospital is one of the leading providers in Healthcare; Pharmaceuticals; & Biotech.  It is based in Freeport; IL.  To find more information about Freeport Health Network/Freeport Memorial Hospital; please visit www.fhn.org,,,,
Fort Hays State University,www.fhsu.edu,,$0-1 Million,0-25,Education : Education Other,,,600 Park St,,Hays,United States,KS,67601-4099,785.628.4000,,Fort Hays State University is one of the leading providers in Education.  It is based in Hays; KS.  To find more information about Fort Hays State University; please visit www.fhsu.edu,,,,
ForHealth Technologies,www.fhtinc.com,,$1-10 Million,0-25,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,790 Fentress Blvd,,Daytona Beach,United States,FL,32114-1214,386.274.4447,,ForHealth Technologies is one of the leading providers in Healthcare; Pharmaceuticals; & Biotech.  It is based in Daytona Beach; FL.  To find more information about ForHealth Technologies; please visit www.fhtinc.com,,,,
Fisher Investments,www.fi.com,,$50-100 Million,25-100,Financial Services : Financial Services Other,,,1040W E Lake St,,Hanover Park,United States,IL,60133-5408,630.893.3800,,Fisher Investments is one of the leading providers in Financial Services.  It is based in Hanover Park; IL.  To find more information about Fisher Investments; please visit www.fi.com,,,,
Fisher Investments,www.fi.com,,$50-100 Million,100-250,Financial Services : Financial Services Other,,,9399 W Commercial Blvd,,Fort Lauderdale,United States,FL,33351-4313,954.721.3400,,Fisher Investments is one of the leading providers in Financial Services.  It is based in Fort Lauderdale; FL.  To find more information about Fisher Investments; please visit www.fi.com,,,,
Fisher Investments,www.fi.com,,$100-250 Million,250-1000,Financial Services : Financial Services Other,,,13100 Skyline Blvd,,Redwood City,United States,CA,94062-4542,650.851.3334,,Fisher Investments is one of the leading providers in Financial Services.  It is based in Redwood City; CA.  To find more information about Fisher Investments; please visit www.fi.com.,,,,
Fiberforge Corp,www.fiberforge.com,,$10-50 Million,25-100,Manufacturing : Manufacturing Other,,,1420 Devereux Rd,,Glenwood Springs,United States,CO,81601-2889,970.945.9377,,Fiberforge Corp is one of the leading providers in Manufacturing.  It is based in Glenwood Springs; CO.  To find more information about Fiberforge Corp; please visit www.fiberforge.com.,,,,
Fiberlink Communications Corp.,www.fiberlink.com,,$50-100 Million,250-1000,Computers & Electronics : Computers & Electronics Other,,,1787 Sentry Pkwy W,,Blue Bell,United States,PA,19422-2239,215.664.1600,,Fiberlink is a leading provider of mobile workforce solutions for the enterprise; to enable secure; cost-effective global connectivity for mobile workers and remote offices.               ,,,,
Fiber Plus Inc,www.fiberplusinc.com,,$10-50 Million,100-250,Telecommunications : Telecommunications Other,,,8240 Preston Ct Ste C,,Jessup,United States,MD,20794-8602,301.317.3300,,FIBERPLUS; Inc. (FPI) began in 1992 With a vision from company owner and retired Navy and war veteran Carl Strobel; FIBERPLUS; Inc. (FPI) was created in 1992 Mr.           ,,,,
Fibertech Networks,www.fibertech.com,,$50-100 Million,100-250,Telecommunications : Telecommunications Other,,,300 Meridian Centre Blvd,,Rochester,United States,NY,14618-3981,585.697.5100,,Fibertech Networks is one of the leading providers in Telecommunications.  It is based in Rochester; NY.  To find more information about Fibertech Networks; please visit www.fibertech.com.,,,,
Fringe Benefit Group,www.fibi.com,,$0-1 Million,25-100,Financial Services : Financial Services Other,,,101 S Main Ave,,Minier,United States,IL,61759-7523,309.392.2623,,Fringe Benefit Group is one of the leading providers in Financial Services.  It is based in Minier; IL.  To find more information about Fringe Benefit Group; please visit www.fibi.com,,,,
Fibre Federal Credit Union,www.fibrecu.com,,$0-1 Million,25-100,Financial Services : Financial Services Other,,,601 Clinton St,,Defiance,United States,OH,43512-2636,419.781.5015,,Fibre Federal Credit Union is one of the leading providers in Financial Services.  It is based in Defiance; OH.  To find more information about Fibre Federal Credit Union; please visit www.fibrecu.com,,,,
Fidelity Life Association; A Mutual Legal Reserve Company,www.fidelitylife.com,,$10-50 Million,0-25,Financial Services : Financial Services Other,,,1701 N Greenville Ave Ste 700,,Richardson,United States,TX,75081-1852,972.231.1017,,Fidelity Life Association; A Mutual Legal Reserve Company is one of the leading providers in Financial Services.  It is based in Richardson; TX.  To find more information about Fidelity Life Association; A Mutual Legal Reserve Company; please visit www.fidelitylife.com,,,,
The Fashion Institute of Design & Merchandising,www.fidm.com,,$1-10 Million,250-1000,Business Services : Business Services Other,,,919 S Grand Ave,,Los Angeles,United States,CA,90015-1421,213.624.1200,,Headquartered in Los Angeles; The Fashion Institute of Design & Merchandising is a private; accredited college with campuses in; San Francisco; San Diego and Orange County; California.            ,,,,
Fieldpoint Private Bank & Trust,www.fieldpointprivate.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,111 S Main St,,Lockhart,United States,TX,78644-2740,512.398.3416,,Fieldpoint Private Bank & Trust is one of the leading providers in Financial Services.  It is based in Lockhart; TX.  To find more information about Fieldpoint Private Bank & Trust; please visit www.fieldpointprivate.com,,,,
Fieldpoint Private Bank & Trust,www.fieldpointprivate.com,,$1-10 Million,0-25,Financial Services : Financial Services Other,,,2603 Fairmount St,,Dallas,United States,TX,75201-1903,214.220.0699,,Fieldpoint Private Bank & Trust is one of the leading providers in Financial Services.  It is based in Dallas; TX.  To find more information about Fieldpoint Private Bank & Trust; please visit www.fieldpointprivate.com,,,,
Fieldpoint Private Bank & Trust,www.fieldpointprivate.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,1350 E 70th St,,Shreveport,United States,LA,71105-4924,318.798.5700,,Fieldpoint Private Bank & Trust is one of the leading providers in Financial Services.  It is based in Shreveport; LA.  To find more information about Fieldpoint Private Bank & Trust; please visit www.fieldpointprivate.com,,,,
FieldSolutions; LLC,www.fieldsolutions.com,,$10-50 Million,25-100,Computers & Electronics : Computers & Electronics Other,,,10400 Yellow Circle Dr Ste 300,,Minnetonka,United States,MN,55343-9226,952.288.2500,,FieldSolutions; LLC is one of the leading providers in Computers & Electronics.  It is based in Minnetonka; MN.  To find more information about FieldSolutions; LLC; please visit www.fieldsolutions.com.,,,,
The School for Field Studies,www.fieldstudies.org,,$1-10 Million,250-1000,Education : Education Other,,,10 Federal St Ste 24,,Salem,United States,MA,01970-3875,800.989.4418,,The School for Field Studies is one of the leading providers in Education.  It is based in Salem; MA.  To find more information about The School for Field Studies; please visit www.fieldstudies.org,,,,
CPG Field Trip Factory,www.fieldtripfactory.com,,$0-1 Million,0-25,Business Services : Business Services Other,,,2211 N Elston Ave Ste 104,,Chicago,United States,IL,60614-2921,773.342.9510,,CPG Field Trip Factory is one of the leading providers in Business Services.  It is based in Chicago; IL.  To find more information about CPG Field Trip Factory; please visit www.fieldtripfactory.com.,,,,
FierceMarkets,www.fiercemarkets.com,,$10-50 Million,25-100,Software & Internet : Software & Internet Other,,,1900 L St NW Ste 400,,Washington,United States,DC,20036-5024,202.628.8778,,FierceMarkets is one of the leading providers in Software & Internet.  It is based in Washington; DC.  To find more information about FierceMarkets; please visit www.fiercemarkets.com.,,,,
Fig Street Marketing Group,www.fig-street.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,2843 Mountain Ridge Rd,,West Covina,United States,CA,91791-3759,626.918.2224,,Fig Street Marketing Group is one of the leading providers in Business Services.  It is based in West Covina; CA.  To find more information about Fig Street Marketing Group; please visit www.fig-street.com.,,,,
